content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid,clean_content,segmented
以一当十（bushi）,653.299,5,15138834,2022-05-27 22:30:19,730890859,8,钥匙与剑,约会大作战 第四季,426895332,bushi,bushi
家人：详见《终结的炽天使》和《X之X》（doge,1207.666,1,16777215,2022-05-29 00:26:07,730890859,8,钥匙与剑,约会大作战 第四季,426895332,XXdoge,XXdoge
ai：我没失忆，但是我不说,201.357,5,16777215,2022-08-10 13:33:41,730890859,8,钥匙与剑,约会大作战 第四季,426895332,ai,ai
天香真的好宠十香QAQ,1150.743,1,16777215,2022-06-03 23:30:42,730890859,8,钥匙与剑,约会大作战 第四季,426895332,QAQ,QAQ
不是我突然想起来AI应该也还记得士道吧,235.833,1,16777215,2022-06-15 19:40:45,730890859,8,钥匙与剑,约会大作战 第四季,426895332,AI,AI
说寸头过分了的加（doge）就过分了啊（doge）,1247.338,5,15138834,2022-06-05 07:31:32,730890859,8,钥匙与剑,约会大作战 第四季,426895332,dogedoge,dogedoge
之前夕弦和耶俱矢就可以同时kiss（,534.857,1,16777215,2022-07-21 17:16:46,730890859,8,钥匙与剑,约会大作战 第四季,426895332,kiss,kiss
活在op和ed里的狂三,2.449,5,15138834,2022-06-25 12:29:34,730890859,8,钥匙与剑,约会大作战 第四季,426895332,oped,oped
奇怪的3D又增加了,861.59,5,16777215,2022-06-23 20:00:27,730890859,8,钥匙与剑,约会大作战 第四季,426895332,3D,3D
家人：详见Clannad,1213.518,1,16777215,2022-07-21 18:41:01,730890859,8,钥匙与剑,约会大作战 第四季,426895332,Clannad,Clannad
ko no 天香 da,1134.479,5,6830715,2022-07-18 18:05:22,730890859,8,钥匙与剑,约会大作战 第四季,426895332,ko no  da,ko no da
蜜汁3d,645.629,1,16777215,2025-05-27 13:15:13,730890859,8,钥匙与剑,约会大作战 第四季,426895332,3d,3d
所以说功能性天使上限高，因为都是bug,731.238,5,16777215,2023-12-12 11:38:52,730890859,8,钥匙与剑,约会大作战 第四季,426895332,bug,bug
一会儿3D一会儿2D的看的我头疼,875.329,5,16707842,2022-06-24 20:56:42,730890859,8,钥匙与剑,约会大作战 第四季,426895332,3D2D,3D2D
隐藏mvp，琴里被动,992.176,1,16777215,2023-12-07 16:39:45,730890859,8,钥匙与剑,约会大作战 第四季,426895332,mvp,mvp
3d比2d便宜呀,870.38,1,16777215,2022-07-10 23:23:33,730890859,8,钥匙与剑,约会大作战 第四季,426895332,3d2d,3d2d
头发掉地上会不会沾上niao啊,329.954,1,16777215,2026-03-30 05:52:22,730890859,8,钥匙与剑,约会大作战 第四季,426895332,niao,niao
dem呢,976.527,1,16777215,2026-02-28 19:01:00,730890859,8,钥匙与剑,约会大作战 第四季,426895332,dem,dem
3d无m,893.35,1,16777215,2026-02-13 23:55:55,730890859,8,钥匙与剑,约会大作战 第四季,426895332,3dm,3dm
此时，折纸还在单挑boss,1091.708,5,16777215,2025-11-09 11:59:15,730890859,8,钥匙与剑,约会大作战 第四季,426895332,boss,boss
sakura：到了卫宫士郎家里眼中才有高光,990.708,1,16777215,2025-10-27 12:55:09,730890859,8,钥匙与剑,约会大作战 第四季,426895332,sakura,sakura
地球：md是不是刘慈欣教的,751.405,1,16777215,2025-07-31 14:19:32,730890859,8,钥匙与剑,约会大作战 第四季,426895332,md,md
路人：so………,751.711,5,16707842,2025-07-30 00:02:44,730890859,8,钥匙与剑,约会大作战 第四季,426895332,so,so
3 d是为了省吧,598.917,1,16777215,2025-06-22 14:16:34,730890859,8,钥匙与剑,约会大作战 第四季,426895332,3 d,3 d
again！,1119.982,5,16777215,2025-04-18 23:21:00,730890859,8,钥匙与剑,约会大作战 第四季,426895332,again,again
family！,1045.662,5,16777215,2025-04-18 23:19:46,730890859,8,钥匙与剑,约会大作战 第四季,426895332,family,family
qb是吧,905.145,1,16777215,2024-11-06 10:34:09,730890859,8,钥匙与剑,约会大作战 第四季,426895332,qb,qb
DEM？,1012.0,1,16777215,2024-08-30 20:30:55,730890859,8,钥匙与剑,约会大作战 第四季,426895332,DEM,DEM
怎么没爆完呀（dog）,1079.451,1,16777215,2024-08-28 19:50:41,730890859,8,钥匙与剑,约会大作战 第四季,426895332,dog,dog
BGM骤停,889.712,1,16777215,2024-08-26 21:44:10,730890859,8,钥匙与剑,约会大作战 第四季,426895332,BGM,BGM
emm比克?,1203.305,1,16777215,2024-06-11 00:16:40,730890859,8,钥匙与剑,约会大作战 第四季,426895332,emm,emm
QB,909.477,1,16777215,2024-05-11 15:23:14,730890859,8,钥匙与剑,约会大作战 第四季,426895332,QB,QB
士道：Zaphkiel！Dalet,1158.925,1,16777215,2024-05-11 02:23:55,730890859,8,钥匙与剑,约会大作战 第四季,426895332,ZaphkielDalet,ZaphkielDalet
Family!!,1186.979,1,16777215,2024-03-03 15:49:43,730890859,8,钥匙与剑,约会大作战 第四季,426895332,Family,Family
3D 2D 换着上有点撑不住啊,874.764,1,16777215,2024-01-09 14:19:35,730890859,8,钥匙与剑,约会大作战 第四季,426895332,3D 2D,3D 2D
他们sk,41.469,1,16777215,2023-10-27 13:22:28,730890859,8,钥匙与剑,约会大作战 第四季,426895332,sk,sk
按道理AI应该不会被改写呀AI又没有生命啊,240.901,1,16707842,2023-10-25 18:40:35,730890859,8,钥匙与剑,约会大作战 第四季,426895332,AIAI,AIAI
bgm呢,1370.475,1,16777215,2023-10-21 01:23:13,730890859,8,钥匙与剑,约会大作战 第四季,426895332,bgm,bgm
游戏画质ganhu,875.018,1,16777215,2023-09-18 18:44:26,730890859,8,钥匙与剑,约会大作战 第四季,426895332,ganhu,ganhu
回收op,649.719,1,16777215,2023-08-30 23:09:43,730890859,8,钥匙与剑,约会大作战 第四季,426895332,op,op
六can一声,180.083,1,16777215,2023-08-22 22:51:53,730890859,8,钥匙与剑,约会大作战 第四季,426895332,can,can
GINGA!!,1296.375,1,16777215,2023-08-18 12:40:02,730890859,8,钥匙与剑,约会大作战 第四季,426895332,GINGA,GINGA
这句话怎么似曾相识，在ovA中对狂三说的,1052.453,1,16777215,2023-08-13 22:45:27,730890859,8,钥匙与剑,约会大作战 第四季,426895332,ovA,ovA
地铁:你们打就打，关我锤子事T_T,733.822,1,16777215,2023-06-08 14:37:14,730890859,8,钥匙与剑,约会大作战 第四季,426895332,TT,TT
"说是说奇怪的3D,但我看着这3D还行啊",882.173,1,16777215,2023-05-28 00:34:23,730890859,8,钥匙与剑,约会大作战 第四季,426895332,3D3D,3D3D
ki,1366.159,1,16777215,2023-05-21 21:09:47,730890859,8,钥匙与剑,约会大作战 第四季,426895332,ki,ki
