content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid,clean_content,segmented
魔女：我可能没什么能教你的，如果可以，我想拜你为师.jpg,185.461,5,16776960,2022-02-19 14:40:29,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,jpg,jpg
QB：对啦！来我这里当魔法少女吧,53.019,1,14811775,2021-01-02 20:18:27,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,QB,QB
我伊蕾娜有一个梦想，木库哇『秧歌star』阿里马斯塔,1291.126,5,16707842,2022-02-11 13:17:17,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,star,star
问AI,407.045,5,16777215,2025-12-21 18:46:20,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,AI,AI
魔男在falcons瘫着呢,141.103,1,16777215,2025-04-27 01:35:24,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,falcons,falcons
压缩帽子.ZIP,1374.79,1,16777215,2025-04-15 19:33:25,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,ZIP,ZIP
啊不要哭了T﹏T,770.58,5,16777215,2026-02-04 22:15:57,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,TT,TT
帽 子.zip,1375.169,5,16777215,2026-01-17 23:13:22,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,zip,zip
傲you mum啊,803.162,5,14811775,2026-01-09 12:15:03,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,you mum,you mum
这时候玩BA的人就要说了,1041.935,5,15138834,2025-09-30 16:18:27,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,BA,BA
极品小H书怎么连78都有,1070.144,5,16777215,2025-08-30 12:36:26,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,H78,H78
Niko！,15.068,1,16777215,2025-08-03 00:27:38,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,Niko,Niko
soyo？,200.636,1,16777215,2025-07-27 16:59:45,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,soyo,soyo
消耗50%tp使用“粗碎暴击”！（三角符文玩多了）,638.12,5,16646914,2025-07-24 22:32:52,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,50tp“”,50tp “ ”
感觉这个魔女不是深藏不露那种，而是根本不会教hhhhh,821.125,5,16777215,2025-07-14 13:10:44,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,hhhhh,hhhhh
soyorin？,192.074,1,16777215,2025-07-07 14:04:24,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,soyorin,soyorin
魔男在打cs呢,140.143,1,16777215,2025-07-02 22:40:15,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,cs,cs
剑星logo惊现,1113.58,5,16777215,2025-06-21 15:59:01,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,logo,logo
开学考的你be like,591.164,5,15138834,2025-06-18 21:28:32,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,be like,be like
sensei,1028.0,5,15138834,2025-04-20 20:08:17,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,sensei,sensei
第一次看到老爸没有在吃东西awa,1286.932,5,16777215,2025-02-16 02:37:05,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,awa,awa
随便立flag的后果。,651.545,1,16777215,2025-01-31 17:24:10,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,flag,flag
AP镇痛片（）,443.559,1,16777215,2026-04-15 02:57:19,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,AP,AP
实力大涨必有BGM,1143.451,1,16777215,2026-03-15 19:16:14,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,BGM,BGM
no～,691.943,1,16777215,2026-03-11 22:34:57,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,no,no
aou,943.036,1,16777215,2026-03-01 19:20:50,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,aou,aou
hallo,398.325,1,16777215,2026-02-21 00:10:39,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,hallo,hallo
Caster?,679.085,1,16777215,2026-02-20 22:03:10,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,Caster,Caster
Teleport,664.698,1,16777215,2026-02-16 21:03:24,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,Teleport,Teleport
奇奇怪怪的cp又增加了,1110.151,1,16777215,2026-02-16 12:57:08,281989571,1,见习魔女伊蕾娜,魔女之旅,329827456,cp,cp
