content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid,clean_content,segmented
爱音最初幻想中的自己belike：,1140.422,5,13369971,2024-12-30 18:14:02,27387101951,13,唯一能相信的只有自己,mygo,575884077,belike,belike
长崎素世终于在MyGO的团队内找到了自己，不用再去扮演“长崎素世”了,339.979,5,16646914,2024-04-09 17:46:20,27387101951,13,唯一能相信的只有自己,mygo,575884077,MyGO“”,MyGO “ ”
结果一看是mmk家（doge）,1409.34,5,16707842,2024-12-07 21:56:22,27387101951,13,唯一能相信的只有自己,mygo,575884077,mmkdoge,mmkdoge
Anon：我，无畏契约！！！！！,1087.043,1,16777215,2024-04-11 04:34:00,27387101951,13,唯一能相信的只有自己,mygo,575884077,Anon,Anon
“捂心脏”的动作是声优米泽茜自己加的，她本人也亲自负责角色的live动捕,1211.893,5,16777215,2024-12-09 23:29:24,27387101951,13,唯一能相信的只有自己,mygo,575884077,“”live,“ ” live
初华是见过crychic的合照，在意和祥子一起组乐队的人,579.431,1,16777215,2024-04-08 04:55:17,27387101951,13,唯一能相信的只有自己,mygo,575884077,crychic,crychic
至于mygo，让我祝她们好运,1195.719,1,16777215,2024-04-16 17:38:45,27387101951,13,唯一能相信的只有自己,mygo,575884077,mygo,mygo
世界名画《rikki在打工》,499.971,5,13369971,2024-04-17 20:05:36,27387101951,13,唯一能相信的只有自己,mygo,575884077,rikki,rikki
这段每次听都有一股p5味,1120.352,1,16777215,2023-09-23 17:07:18,27387101951,13,唯一能相信的只有自己,mygo,575884077,p5,p5
个人主观，avemujica表演气氛太重了，我还是喜欢mygo草台班子但是更直白的曲风,1370.263,5,16777215,2024-04-09 21:57:38,27387101951,13,唯一能相信的只有自己,mygo,575884077,avemujicamygo,avemujicamygo
爱音侦探 认真bananq,651.963,1,16777215,2024-04-17 13:18:11,27387101951,13,唯一能相信的只有自己,mygo,575884077,bananq,bananq
偷摸零：已开启AI托管自动寻路（,393.201,5,16776960,2025-04-02 14:38:58,27387101951,13,唯一能相信的只有自己,mygo,575884077,AI,AI
长崎术士：我想我大概…一辈子也忘不了heroic吧,367.805,1,16777215,2024-04-10 01:18:12,27387101951,13,唯一能相信的只有自己,mygo,575884077,heroic,heroic
我去Faze clan,1096.598,1,16777215,2024-12-10 01:49:24,27387101951,13,唯一能相信的只有自己,mygo,575884077,Faze clan,Faze clan
只有喵梦一个人不情愿带上面具，mujica隐藏的爆点啊,835.058,1,9033215,2024-12-09 05:02:01,27387101951,13,唯一能相信的只有自己,mygo,575884077,mujica,mujica
soyo已经完全不装了，以前都是伪善的口味，现在以真实面目待人了,242.793,5,16777215,2025-01-16 21:46:34,27387101951,13,唯一能相信的只有自己,mygo,575884077,soyo,soyo
感觉很适合翻唱魔圆ED,1183.508,5,16777215,2024-04-14 18:14:38,27387101951,13,唯一能相信的只有自己,mygo,575884077,ED,ED
睦是不是一直记得soyo说的live之后邀请她入队的话，所以m团live一场不落的看完，也一直没答应祥子啊,40.508,5,38979,2024-04-16 22:11:41,27387101951,13,唯一能相信的只有自己,mygo,575884077,soyolivemlive,soyolivemlive
省电指导：Roselia,1139.861,5,6830715,2024-12-08 14:35:43,27387101951,13,唯一能相信的只有自己,mygo,575884077,Roselia,Roselia
孩子们，不要再破坏AVE MUJICA的世界观了,749.689,5,9033215,2024-04-10 12:10:11,27387101951,13,唯一能相信的只有自己,mygo,575884077,AVE MUJICA,AVE MUJICA
full combo,155.343,5,14811775,2024-12-08 19:10:39,27387101951,13,唯一能相信的只有自己,mygo,575884077,full combo,full combo
从这一目来看，祥子决定组建新乐团后，第一个是找睦，然而睦当时迁就于Soyo，没有直接答应,26.364,5,16777215,2024-04-14 18:38:21,27387101951,13,唯一能相信的只有自己,mygo,575884077,Soyo,Soyo
MVP结算动画,75.654,5,16777215,2025-02-24 02:01:28,27387101951,13,唯一能相信的只有自己,mygo,575884077,MVP,MVP
混进去个真木头人（bushi）,972.779,5,16777215,2026-02-24 11:37:43,27387101951,13,唯一能相信的只有自己,mygo,575884077,bushi,bushi
全世界最尊重mujika世界观的人,741.908,5,16777215,2025-07-24 16:09:30,27387101951,13,唯一能相信的只有自己,mygo,575884077,mujika,mujika
FAZE CLAN,1098.015,5,15138834,2025-08-21 01:21:37,27387101951,13,唯一能相信的只有自己,mygo,575884077,FAZE CLAN,FAZE CLAN
Doloris在二创里变成Doro了（,1080.602,5,16777215,2025-07-01 00:26:56,27387101951,13,唯一能相信的只有自己,mygo,575884077,DolorisDoro,DolorisDoro
mujica 就是音乐“musica”的变体啊,780.412,5,15138834,2025-09-03 01:07:32,27387101951,13,唯一能相信的只有自己,mygo,575884077,mujica “musica”,mujica “ musica ”
