content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid,clean_content,segmented
W  H  Y  ？,1240.372,5,14811775,2021-05-28 23:11:09,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,W  H  Y,W H Y
例如绝望时用败者食尘 考哥JPG.,275.777,5,16707842,2021-11-10 18:20:18,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,JPG,JPG
why！！！,1243.466,5,15138834,2022-08-07 20:15:58,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,why,why
Ciallo～(∠・ω< )⌒★,189.412,5,16777215,2024-11-25 14:54:37,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,Ciallo,Ciallo
3D魔王,1413.962,5,16707842,2022-05-01 00:18:58,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,3D,3D
没人觉得这个3d很突兀吗,1410.698,1,16777215,2026-04-08 22:34:31,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,3d,3d
mj,187.663,1,16777215,2026-02-27 20:59:31,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,mj,mj
No,1418.477,1,16777215,2026-02-26 22:21:46,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,No,No
TSF物语？,699.236,1,16777215,2026-01-04 08:19:51,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,TSF,TSF
YYDS，身体部长,1238.873,1,16777215,2025-12-14 22:41:36,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,YYDS,YYDS
鬼蛛cp磕一下,758.618,1,16777215,2025-10-23 11:20:06,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,cp,cp
这个b结界每时每刻都在浪费MA能源,404.196,1,16777215,2025-10-21 19:32:37,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,bMA,bMA
这红色的SP是什么鬼？,1212.211,5,16777215,2025-10-09 15:17:05,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,SP,SP
BOKE,71.374,1,16777215,2025-10-02 15:46:58,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,BOKE,BOKE
NO！！！！！！,200.975,1,16777215,2025-08-31 14:31:14,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,NO,NO
补药啊QAQ,222.572,1,16777215,2025-07-20 17:30:31,341998662,19,同学会，开起来？,转生成蜘蛛又怎样！,973155217,QAQ,QAQ
