content,ctime,like,reply_count,user_name,user_level,is_sub_reply,oid,episode,episode_title,anime_title,clean_content,segmented
回复 @diadaifix :嗯,2021-10-16 00:06:55,1,0,账号已注销,0,1,208416750,1,信任的报偿,"世界顶尖的暗杀者,转生为异世界贵族",diadaifix,diadaifix
回复 @Toooajk :可能意思是这些作品都不降智吧（巨人结局除外）,2021-10-14 12:27:12,59,0,秽翼的蒂娅酱,6,1,848512512,2,转生的交易,"世界顶尖的暗杀者,转生为异世界贵族",Toooajk,Toooajk
回复 @Regalia丶 :平职确实挺好看，动画做的确实。。。,2021-10-14 12:34:46,21,0,senlary_,6,1,848512512,2,转生的交易,"世界顶尖的暗杀者,转生为异世界贵族",Regalia,Regalia
回复 @来自深渊的绅士 :平直就是bgm和3d拉了，经费太低了,2021-10-14 12:45:32,16,0,我币很多但我喜欢白嫖,6,1,848512512,2,转生的交易,"世界顶尖的暗杀者,转生为异世界贵族",bgm3d,bgm3d
回复 @猴叨叨v :要是mappa可以改结局我直接把巨人封神[大哭],2021-10-14 12:52:16,30,0,吾于何逃声哉,6,1,848512512,2,转生的交易,"世界顶尖的暗杀者,转生为异世界贵族",v mappa,v mappa
回复 @惠惠脑子才没问题呢 :巨人已经被放弃了，听说么mappa找了三个外包公司，不再是神仙打架的选手了,2021-10-14 13:08:23,26,0,圣骑士威尔斯,6,1,848512512,2,转生的交易,"世界顶尖的暗杀者,转生为异世界贵族",mappa,mappa
回复 @JohnWickHex :男主击败了他的老爸，具体是几岁时记不清了，反正就是12到15之间某个时候。下一任的家主已经决定是他了。,2021-10-14 00:39:13,674,0,无聊式人生,6,1,848512512,2,转生的交易,"世界顶尖的暗杀者,转生为异世界贵族",JohnWickHex 1215,JohnWickHex 1215
火蓝匕首（bushi）[笑哭],2021-10-22 01:21:48,15,0,紫河雨非,5,1,718643151,3,友谊的魔法,"世界顶尖的暗杀者,转生为异世界贵族",bushi,bushi
rush b 发把枪,2021-10-22 18:33:38,2,0,金毛烧白,6,1,718643151,3,友谊的魔法,"世界顶尖的暗杀者,转生为异世界贵族",rush b,rush b
教程来了https://b23.tv/BV1Sf4y1778Z,2021-10-21 18:39:03,167,0,zhidiwkan,5,1,718643151,3,友谊的魔法,"世界顶尖的暗杀者,转生为异世界贵族",httpsb23tvBV1Sf4y1778Z,httpsb23tvBV1Sf4y1778Z
