content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid,clean_content,segmented
河曲智叟（bushi）,834.255,5,15138834,2024-02-09 21:44:14,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,bushi,bushi
菲伦：Easy~,351.919,5,16777215,2024-02-09 20:09:43,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,Easy,Easy
猛虎睁眼MK2,1197.237,5,16777215,2024-02-09 22:02:48,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,MK2,MK2
今天的三首BGM都好神啊！！！！超喜欢！！！！,1010.395,1,16777215,2024-02-10 20:22:15,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,BGM,BGM
在超燃的bgm里悠闲地散步,763.168,5,9033215,2024-02-18 22:54:00,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,bgm,bgm
这三个人基本都是pvp特化，对人特攻，智斗王和远程瞬狙,214.879,5,16777215,2024-02-17 14:00:40,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,pvp,pvp
里见皇冠.gif,711.056,5,16777215,2024-02-09 21:51:36,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,gif,gif
稳住de老头,884.783,1,16777215,2024-02-09 21:14:41,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,de,de
陨铁鸟：huh？,1206.124,5,16740868,2024-02-10 01:14:50,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,huh,huh
GUYS（幻听）,896.687,1,16777215,2024-02-09 21:10:10,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,GUYS,GUYS
玩灾厄的我belike：,1272.599,1,16777215,2024-02-10 11:46:17,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,belike,belike
稀有度：S  威力：S  逃脱难度：S  射程：E,352.617,5,16777215,2025-01-03 19:05:57,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,S  S  S  E,S S S E
vocal我推的中也,658.021,5,16777215,2024-02-09 22:45:45,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,vocal,vocal
楚轩推眼镜.jpg,1257.893,5,16777215,2024-02-09 22:04:37,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,jpg,jpg
你们三的pos看起来好像反派,195.365,5,16777215,2024-05-01 18:58:17,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,pos,pos
“看来想逃已经晚了”怎么感觉在说对手hhh,1249.307,5,16777215,2025-01-13 23:38:22,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,“”hhh,“ ”
PVP爱好者,213.599,5,16646914,2024-03-12 20:18:07,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,PVP,PVP
NT高达A装备,312.055,5,16777215,2024-02-13 15:20:21,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,NTA,NTA
其他魔法师:a，q，w，e，r。肥伦:a，防御,1308.403,5,16777215,2024-11-03 12:11:47,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,aqwera,aqwera
这个CP我包了,296.429,5,16777215,2024-02-10 17:58:04,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,CP,CP
烧湖这三是心灵系的，不打对人战，这是真渴了hhhhhh,796.149,1,16777215,2024-10-19 13:15:03,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,hhhhhh,hhhhhh
飞在天上用aoe技能打单体怪，真的生怕自己魔力量不够多,1311.587,5,16777215,2024-11-13 01:41:54,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,aoe,aoe
老登VS老可爱,850.816,1,14811775,2024-02-09 22:44:55,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,VS,VS
春晚是什么东西？还是芙来day好［doge］,110.802,5,16777215,2024-02-09 20:45:57,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,daydoge,daydoge
Geisel（德）：人质,894.407,5,16707842,2024-06-28 09:25:14,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,Geisel,Geisel
kita~~,216.423,5,15138834,2024-02-15 22:14:53,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,kita,kita
cv：chuya桑～,648.039,1,16777215,2024-02-12 03:37:41,1433042695,19,周密的计划,葬送的芙莉莲,1300432912,cvchuya,cvchuya
