content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid,clean_content,segmented
我也想吐槽这TM什么剧情啊,22.512,5,16777215,2020-03-02 20:33:23,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891,TM,TM
在开洞潜意识里JW很弱，在他潜意识里JW很强，两个人对JW的印象并不一致！,870.687,5,15138834,2020-08-21 15:38:46,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891,JWJWJW,JWJWJW
意思是被开洞的人都会出现这个BUG，走向杀人的道路，决定因素是时间,460.166,5,13369971,2021-09-02 04:41:50,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891,BUG,BUG
杀意-kiss，喜欢=活埋,778.735,1,16777215,2020-02-02 18:35:14,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891,kiss,kiss
你还没和数田遥亲过吧，你的初吻不是数田遥的，ko no本堂町 da,1315.434,1,16777215,2020-02-02 20:56:57,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891,ko no da,ko no da
ma da da yo na ~,1320.671,1,16777215,2020-01-27 22:48:11,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891,ma da da yo na,ma da da yo na
lets kill this love！,472.248,1,16777215,2020-01-27 21:18:46,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891,lets kill this love,lets kill this love
kono本堂町哒！,1316.862,1,16777215,2020-01-27 12:58:18,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891,kono,kono
ko no dio da！！！！,1334.776,1,16777215,2020-01-28 21:04:22,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891,ko no dio da,ko no dio da
原来是xp啊,1307.405,1,16777215,2020-01-31 22:35:10,145545301,5,FALLEN 坠落世界,异度侵入 ID:INVADED,85126891,xp,xp
