content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid,clean_content,segmented
但是Zack此刻在认真研究电梯，所以他能到,650.366,5,16777215,2021-04-28 01:41:23,49075258,1,Kill me... please.,Angels of Death,26273789,Zack,Zack
一只鸽了一年的up主（doge）,474.43,5,16646914,2021-02-02 17:34:08,49075258,1,Kill me... please.,Angels of Death,26273789,updoge,updoge
眼镜反光的不一定是坏人 举例：坂本（dog）,685.972,1,16707842,2020-11-06 13:48:05,49075258,1,Kill me... please.,Angels of Death,26273789,dog,dog
别cp脑啊！！！！这里不是宠着！！是真的想杀！！,432.489,1,16777215,2021-01-31 21:17:53,49075258,1,Kill me... please.,Angels of Death,26273789,cp,cp
vtuber一问一答是吧(doge),149.229,5,16707842,2022-08-08 07:04:46,49075258,1,Kill me... please.,Angels of Death,26273789,vtuberdoge,vtuberdoge
欢迎收看S1小女孩溜杰克,565.82,1,16777215,2025-02-13 16:35:36,49075258,1,Kill me... please.,Angels of Death,26273789,S1,S1
B6-札克（红秋裤）、B5-丹妮（医生）、B4-埃迪（小南瓜）、B3-凯西（C姐）、B2-格雷（神父）,223.074,5,15138834,2025-07-14 23:47:43,49075258,1,Kill me... please.,Angels of Death,26273789,B6B5B4B3CB2,B6B5B4B3CB2
S1小女孩博弈S1杰克,386.34,1,16777215,2025-07-05 22:01:48,49075258,1,Kill me... please.,Angels of Death,26273789,S1S1,S1S1
惩戒鸟（bush）,303.385,5,15138834,2025-05-07 01:14:49,49075258,1,Kill me... please.,Angels of Death,26273789,bush,bush
why ？why ？baby why？,171.351,5,16776960,2025-04-26 14:16:55,49075258,1,Kill me... please.,Angels of Death,26273789,why why baby why,why why baby why
一刀斩（bushi）,352.817,1,41194,2026-02-11 17:02:56,49075258,1,Kill me... please.,Angels of Death,26273789,bushi,bushi
提第五人格的想干嘛，ky去s,414.762,1,16777215,2025-08-04 17:32:45,49075258,1,Kill me... please.,Angels of Death,26273789,kys,kys
bjd娃娘表示好想要,933.22,1,16777215,2025-07-30 13:25:42,49075258,1,Kill me... please.,Angels of Death,26273789,bjd,bjd
I'm coming ～,382.017,1,16777215,2025-07-20 20:25:46,49075258,1,Kill me... please.,Angels of Death,26273789,Im coming,Im coming
第五玩家ky你妹啊这不是小女孩,100.616,1,16777215,2025-07-16 14:11:27,49075258,1,Kill me... please.,Angels of Death,26273789,ky,ky
0y0=8y0,796.829,1,16777215,2025-06-23 18:14:54,49075258,1,Kill me... please.,Angels of Death,26273789,0y08y0,0y08y0
国服s1放海选手,374.872,1,16777215,2025-06-17 16:10:57,49075258,1,Kill me... please.,Angels of Death,26273789,s1,s1
哇瑟isei,1155.646,1,16777215,2025-06-08 17:05:13,49075258,1,Kill me... please.,Angels of Death,26273789,isei,isei
zack登场还有4分钟,973.892,5,16777215,2025-05-20 19:26:30,49075258,1,Kill me... please.,Angels of Death,26273789,zack4,zack4
"Hello, everyone",97.635,1,8700107,2025-05-10 00:40:54,49075258,1,Kill me... please.,Angels of Death,26273789,Hello everyone,Hello everyone
英语老师: 回答要用because,179.278,1,16777215,2025-04-29 22:13:41,49075258,1,Kill me... please.,Angels of Death,26273789,because,because
不要提第5人格哈有点ky了,270.968,1,16777215,2025-04-10 12:43:03,49075258,1,Kill me... please.,Angels of Death,26273789,5ky,5ky
Ky的人玩过第五人格吗？就在这ky，麻烦发下庄园生涯,177.475,1,16777215,2025-03-23 12:56:22,49075258,1,Kill me... please.,Angels of Death,26273789,Kyky,Kyky
8y0,1070.318,5,16777215,2025-03-02 10:04:06,49075258,1,Kill me... please.,Angels of Death,26273789,8y0,8y0
zack快来诶,1062.959,1,15138834,2025-01-23 20:43:03,49075258,1,Kill me... please.,Angels of Death,26273789,zack,zack
8yo,662.825,1,16777215,2026-04-13 19:09:45,49075258,1,Kill me... please.,Angels of Death,26273789,8yo,8yo
Ray好美233333333,76.969,5,14811775,2026-04-05 14:08:55,49075258,1,Kill me... please.,Angels of Death,26273789,Ray233333333,Ray233333333
重刷qwq,5.13,1,16777215,2026-04-02 22:15:01,49075258,1,Kill me... please.,Angels of Death,26273789,qwq,qwq
实力防水jpg.,534.137,1,16777215,2026-04-01 22:03:15,49075258,1,Kill me... please.,Angels of Death,26273789,jpg,jpg
好bt,826.791,1,16777215,2026-03-29 17:53:00,49075258,1,Kill me... please.,Angels of Death,26273789,bt,bt
注意 有人启动了大坝工业电梯（busi）,218.137,1,16777215,2026-03-29 10:55:31,49075258,1,Kill me... please.,Angels of Death,26273789,busi,busi
8v0！！！,986.119,1,16777215,2026-03-25 15:44:50,49075258,1,Kill me... please.,Angels of Death,26273789,8v0,8v0
Bt,908.137,1,16777215,2026-03-23 21:45:36,49075258,1,Kill me... please.,Angels of Death,26273789,Bt,Bt
deco！,1373.518,1,16777215,2026-03-22 20:49:09,49075258,1,Kill me... please.,Angels of Death,26273789,deco,deco
WK,590.734,1,8700107,2026-03-22 11:56:42,49075258,1,Kill me... please.,Angels of Death,26273789,WK,WK
Ovo,216.49,1,6830715,2026-03-22 11:47:37,49075258,1,Kill me... please.,Angels of Death,26273789,Ovo,Ovo
8vO,1049.483,1,16777215,2026-03-15 16:06:21,49075258,1,Kill me... please.,Angels of Death,26273789,8vO,8vO
zr99,13.412,1,16777215,2026-03-14 20:16:02,49075258,1,Kill me... please.,Angels of Death,26273789,zr99,zr99
8V0,978.068,1,16777215,2026-03-04 19:53:11,49075258,1,Kill me... please.,Angels of Death,26273789,8V0,8V0
Sos，有点吓人啊,239.842,1,16777215,2026-03-03 14:59:56,49075258,1,Kill me... please.,Angels of Death,26273789,Sos,Sos
0个人知道这歌是我们deco写的,1329.452,5,14811775,2026-03-03 12:37:24,49075258,1,Kill me... please.,Angels of Death,26273789,0deco,0deco
hi,49.411,1,16777215,2026-03-01 12:09:35,49075258,1,Kill me... please.,Angels of Death,26273789,hi,hi
OvO,53.343,1,16777215,2026-02-22 22:30:32,49075258,1,Kill me... please.,Angels of Death,26273789,OvO,OvO
他的笑声感觉有点像AI,537.496,1,16777215,2026-02-20 16:15:16,49075258,1,Kill me... please.,Angels of Death,26273789,AI,AI
看着弹幕的各位，我该害怕吗？还是该磕CP？,357.308,1,16777215,2026-02-19 22:20:03,49075258,1,Kill me... please.,Angels of Death,26273789,CP,CP
QAQ,617.029,1,16777215,2026-02-16 22:02:25,49075258,1,Kill me... please.,Angels of Death,26273789,QAQ,QAQ
I don't know,180.717,1,16777215,2026-02-13 19:59:07,49075258,1,Kill me... please.,Angels of Death,26273789,I dont know,I dont know
8vo,1057.043,1,16777215,2026-02-08 18:47:54,49075258,1,Kill me... please.,Angels of Death,26273789,8vo,8vo
我记得这个好像是个恋爱番吧？hello。？,920.107,1,16777215,2026-02-05 19:05:56,49075258,1,Kill me... please.,Angels of Death,26273789,hello,hello
所以是每一层都有一个boss吗？,1044.115,1,16777215,2026-01-29 21:25:09,49075258,1,Kill me... please.,Angels of Death,26273789,boss,boss
最爱的ed,1335.764,1,16777215,2026-01-29 02:59:13,49075258,1,Kill me... please.,Angels of Death,26273789,ed,ed
8y,33.509,1,16777215,2026-01-23 13:29:46,49075258,1,Kill me... please.,Angels of Death,26273789,8y,8y
ber,505.52,5,16777215,2026-01-16 11:39:12,49075258,1,Kill me... please.,Angels of Death,26273789,ber,ber
MVP医生已上线,609.154,1,16777215,2026-01-02 19:32:54,49075258,1,Kill me... please.,Angels of Death,26273789,MVP,MVP
eas,1043.184,1,16777215,2025-12-31 19:07:05,49075258,1,Kill me... please.,Angels of Death,26273789,eas,eas
nobu！,334.043,1,16777215,2025-12-26 19:56:38,49075258,1,Kill me... please.,Angels of Death,26273789,nobu,nobu
雾刃CD了,347.928,1,16777215,2025-12-11 14:34:21,49075258,1,Kill me... please.,Angels of Death,26273789,CD,CD
好美的ray,75.498,1,16777215,2025-12-11 14:14:01,49075258,1,Kill me... please.,Angels of Death,26273789,ray,ray
好喜欢angel对人设,288.589,1,16777215,2025-11-15 03:03:20,49075258,1,Kill me... please.,Angels of Death,26273789,angel,angel
再提第5人格的是gay。,90.674,1,16777215,2025-11-12 13:12:42,49075258,1,Kill me... please.,Angels of Death,26273789,5gay,5gay
zh,1052.134,1,16777215,2025-11-08 11:58:26,49075258,1,Kill me... please.,Angels of Death,26273789,zh,zh
here is 强尼,385.575,1,15138834,2025-11-05 21:24:51,49075258,1,Kill me... please.,Angels of Death,26273789,here is,here is
拜拜（doeg）,437.352,1,16777215,2025-11-01 11:45:41,49075258,1,Kill me... please.,Angels of Death,26273789,doeg,doeg
san值狂掉,934.854,1,16777215,2025-10-13 15:46:43,49075258,1,Kill me... please.,Angels of Death,26273789,san,san
why?,173.166,1,16777215,2025-10-08 09:12:39,49075258,1,Kill me... please.,Angels of Death,26273789,why,why
红秋裤以到达该楼层B5,1170.466,1,15138834,2025-10-06 22:58:34,49075258,1,Kill me... please.,Angels of Death,26273789,B5,B5
gff,703.149,1,16777215,2025-09-30 13:54:27,49075258,1,Kill me... please.,Angels of Death,26273789,gff,gff
an?,1240.914,1,16777215,2025-09-27 11:51:46,49075258,1,Kill me... please.,Angels of Death,26273789,an,an
Wow，克鲁斯之眼？,941.201,1,16777215,2025-09-07 22:38:45,49075258,1,Kill me... please.,Angels of Death,26273789,Wow,Wow
CS,892.966,1,6830715,2025-08-30 16:47:50,49075258,1,Kill me... please.,Angels of Death,26273789,CS,CS
富冈义勇的cv?,600.087,1,16777215,2025-08-28 18:25:56,49075258,1,Kill me... please.,Angels of Death,26273789,cv,cv
蜜汁3D,110.168,1,16777215,2025-08-28 18:13:38,49075258,1,Kill me... please.,Angels of Death,26273789,3D,3D
Death！,17.531,1,16777215,2025-08-23 14:42:17,49075258,1,Kill me... please.,Angels of Death,26273789,Death,Death
oioi,1204.115,1,16777215,2025-08-18 04:44:08,49075258,1,Kill me... please.,Angels of Death,26273789,oioi,oioi
立下flag,647.102,1,16777215,2025-08-18 04:31:13,49075258,1,Kill me... please.,Angels of Death,26273789,flag,flag
8yO,622.745,1,16777215,2025-08-17 17:37:24,49075258,1,Kill me... please.,Angels of Death,26273789,8yO,8yO
医生这个舌头好duang,1082.03,1,16777215,2025-08-08 00:20:39,49075258,1,Kill me... please.,Angels of Death,26273789,duang,duang
是病娇还是BT,858.067,1,16777215,2025-08-05 20:54:08,49075258,1,Kill me... please.,Angels of Death,26273789,BT,BT
好像教主啊（bs）,367.43,1,16777215,2025-08-02 20:16:09,49075258,1,Kill me... please.,Angels of Death,26273789,bs,bs
T^T,313.576,1,16777215,2025-07-30 23:05:03,49075258,1,Kill me... please.,Angels of Death,26273789,TT,TT
不对呀~这是不是把医生说成老师了呀~我记得（读音为yisa的)才是医生啊~,616.901,1,16777215,2025-07-30 20:46:03,49075258,1,Kill me... please.,Angels of Death,26273789,yisa,yisa
bgm看的我很慌,295.343,1,16777215,2025-07-28 20:04:26,49075258,1,Kill me... please.,Angels of Death,26273789,bgm,bgm
ovo,635.125,1,16777215,2025-07-27 20:14:27,49075258,1,Kill me... please.,Angels of Death,26273789,ovo,ovo
不是v是y啦，兄弟们，他的舌头是y,704.044,1,16777215,2025-07-26 16:42:43,49075258,1,Kill me... please.,Angels of Death,26273789,vyy,vyy
2刷ovo,57.361,1,16777215,2025-07-25 13:08:32,49075258,1,Kill me... please.,Angels of Death,26273789,2ovo,2ovo
不er怎么有点恐怖感,102.248,1,16777215,2025-07-22 16:13:46,49075258,1,Kill me... please.,Angels of Death,26273789,er,er
瑞瑞你怎么这么萌TvT,71.229,1,16777215,2025-07-19 14:47:47,49075258,1,Kill me... please.,Angels of Death,26273789,TvT,TvT
Portal 2即视感,242.963,5,16777215,2025-07-19 14:19:50,49075258,1,Kill me... please.,Angels of Death,26273789,Portal 2,Portal 2
『Zack』破电梯ing,879.034,1,15138834,2025-07-18 23:28:22,49075258,1,Kill me... please.,Angels of Death,26273789,Zacking,Zacking
？miss0,1104.199,1,16777215,2025-07-16 18:12:05,49075258,1,Kill me... please.,Angels of Death,26273789,miss0,miss0
tanjing,872.834,1,16777215,2025-07-16 00:14:47,49075258,1,Kill me... please.,Angels of Death,26273789,tanjing,tanjing
tr,14.669,1,16777215,2025-07-13 10:52:40,49075258,1,Kill me... please.,Angels of Death,26273789,tr,tr
tt,8.806,1,16777215,2025-07-13 10:52:30,49075258,1,Kill me... please.,Angels of Death,26273789,tt,tt
不Dr.？扎克放海呢？,347.011,1,16777215,2025-07-11 15:06:22,49075258,1,Kill me... please.,Angels of Death,26273789,Dr,Dr
谁懂现在是晚上啊md。,203.796,1,16777215,2025-07-11 00:43:31,49075258,1,Kill me... please.,Angels of Death,26273789,md,md
初学日语者 医生不是i sha吗 怎么说se n se i,631.495,1,16777215,2025-07-10 22:26:37,49075258,1,Kill me... please.,Angels of Death,26273789,i sha se n se i,i sha se n se i
zeizimoli,344.186,1,16777215,2025-07-10 22:21:11,49075258,1,Kill me... please.,Angels of Death,26273789,zeizimoli,zeizimoli
好能装正pa,699.433,1,16777215,2025-07-09 16:31:16,49075258,1,Kill me... please.,Angels of Death,26273789,pa,pa
大家不用担心Ray 她也是个人物  10多岁父母双杀,1185.53,1,16707842,2025-07-09 11:34:17,49075258,1,Kill me... please.,Angels of Death,26273789,Ray   10,Ray 10
ZarK 正在护妻的路上,894.555,1,16707842,2025-07-09 11:30:04,49075258,1,Kill me... please.,Angels of Death,26273789,ZarK,ZarK
Ray 放心  你的ZarK 正在赶来的路上 ,835.298,1,16707842,2025-07-09 11:28:52,49075258,1,Kill me... please.,Angels of Death,26273789,Ray   ZarK,Ray ZarK
别看现在这样，实际上不久后就要ray ray  ,532.96,1,16777215,2025-07-09 11:21:57,49075258,1,Kill me... please.,Angels of Death,26273789,ray ray,ray ray
