content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid,clean_content,segmented
BGM：蜜～雪～冰～城～一～杯～,484.048,5,15138834,2022-03-31 13:56:08,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,BGM,BGM
出现了静脉曲张(o^^o),283.157,1,15138834,2022-03-27 15:02:57,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,oo,oo
两个都好温柔T^T,736.191,5,16777215,2022-03-29 02:05:16,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,TT,TT
靖妖傩舞（bushi,860.595,5,52480,2022-04-05 22:08:14,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,bushi,bushi
把猪突猛进刻进DNA里,825.429,5,16777215,2022-04-25 13:01:07,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,DNA,DNA
flag立得飞起（被刀多了的条件反射QAQ）,727.784,5,15138834,2022-03-29 14:55:22,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,flagQAQ,flagQAQ
猪猪住的是花魁专属房间hhhhh老板娘是真的慧眼识猪啊,828.414,1,16777215,2023-07-22 15:29:31,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,hhhhh,hhhhh
按「J」+「K」进行组合技能,1101.178,5,16707842,2022-07-11 22:03:53,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,JK,JK
yysy堕姬可以被他乱杀 但妓夫太郎…,923.518,5,16777215,2022-05-04 19:16:03,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,yysy,yysy
堕姬：将他纳入眼狩令（富冈义勇.jpg）,1150.075,5,6830715,2022-04-10 15:57:00,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,jpg,jpg
伊之助戴头套这样好帅好美sos,306.022,5,16777215,2026-01-28 18:40:28,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,sos,sos
你盐井虾吗  我们炭炭有man有可爱有呆萌有帅气有印记有善良有温柔还会体谅别人简直是萌物啊！,1252.59,1,16777215,2026-01-28 20:03:14,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,man,man
啊啦啊啦真的好像蝴蝶香奈惠TvT,43.059,5,16777215,2026-02-01 22:48:22,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,TvT,TvT
突然3d,794.484,1,16777215,2026-02-06 13:17:21,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,3d,3d
不要立flag啊！！！完蛋了！,689.154,5,15138834,2026-02-01 22:47:33,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,flag,flag
炭炭每次杀鬼的很拼命qAq,1077.013,1,16777215,2026-01-31 18:14:48,557759249,4,今夜,鬼灭之刃 游郭篇,255055584,qAq,qAq
