content,ctime,like,reply_count,user_name,user_level,is_sub_reply,oid,episode,episode_title,anime_title,clean_content,segmented
回复 @Kleines_ :ε=ε=(ノ≧∇≦)ノ,2019-01-13 15:04:23,36,0,阿冥の天,6,1,40559171,1,想被邀请看电影 / 无法阻止的辉夜大小姐 / 辉夜大小姐想品尝,辉夜大小姐想让我告白～天才们的恋爱头脑战～,Kleines,Kleines
回复 @My-wife :我相信迟早嫩个动画化,2019-01-20 00:24:58,11,0,账号已注销,0,1,41120676,2,辉夜大小姐想要交换/藤原想出门/白银御行想隐瞒,辉夜大小姐想让我告白～天才们的恋爱头脑战～,Mywife,Mywife
回复 @My-wife :+1,2019-01-20 00:26:31,1,0,后天品味,6,1,41120676,2,辉夜大小姐想要交换/藤原想出门/白银御行想隐瞒,辉夜大小姐想让我告白～天才们的恋爱头脑战～,Mywife 1,Mywife 1
"收集了一些比较常见问题，这边做一个统一回复，顺便做一些细节的小科普。


问题:感觉这种类型好特别呀，原作一开始就是这种类型的吗？
答:据说原作者最开始是想画悬疑黑化剧情的，但因为没有人气才改成这种恋爱喜剧的。


问题:辉夜家里有多少财产？
答:女主家财产大概相当于12万亿软妹币，换算一下，大概就是5个深圳加在一起一年的GDP。


问题:这俩货到底什么时候才表白？
答:目前还是快要表白的状态，有点像《好想急死你》的感觉。事实证明，两个傲娇能出一部番，两个杠精能组成永动机。


问题:旁白为什么戏这么多？
答:其实漫画原作就有旁白作为剧情推动，可以理解为旁白君才是“主角”[蛆音娘_滑稽]


问题:书记和女主到底是什么关系？
答:很难说，大概是婆媳关系吧。


问题:漫画在哪看？
答:****可以看。


PS:上一集的情书，没记错的话应该是旁白君写的，女仆负责校对的（手动滑稽）。话说回来，你都看到这里了，还不给本大小姐点个赞吗？",2019-01-20 00:00:05,61220,1525,琉漓_,6,0,41120676,2,辉夜大小姐想要交换/藤原想出门/白银御行想隐瞒,辉夜大小姐想让我告白～天才们的恋爱头脑战～,"125GDP







“”










PS",125GDP “ ” PS
回复 @PopRocks崽 :在b站搜索【名家名作】向着光辉的彼岸——A-1 Pictures动画销量排行榜,2019-01-27 00:54:20,706,0,光尔子,4,1,41745213,3,白银御行还没体验/辉夜大小姐想被猜中/辉夜大小姐想走路,辉夜大小姐想让我告白～天才们的恋爱头脑战～,PopRocks bA1 Pictures,PopRocks bA1 Pictures
av34396291,2019-01-27 01:34:44,1142,0,vchlen,4,1,41745213,3,白银御行还没体验/辉夜大小姐想被猜中/辉夜大小姐想走路,辉夜大小姐想让我告白～天才们的恋爱头脑战～,av34396291,av34396291
Rewrite…………,2019-01-27 01:59:11,36,0,山内櫻良,6,1,41745213,3,白银御行还没体验/辉夜大小姐想被猜中/辉夜大小姐想走路,辉夜大小姐想让我告白～天才们的恋爱头脑战～,Rewrite,Rewrite
ed的作画其实是实物运动转描出来的，就是照着真人的舞蹈动作视频逐帧捕捉，并描下来做成动画，所以看起来像真人的动作，有非常多的运动细节，包括裙摆啥的。工作量稍有点大，但比靠记忆描绘出来简单多了，因为观感和流畅度很好，而且不需要很高的经费，所以在需要处理复杂动作的时候经常运用这种技术，像ed里的舞蹈。至于a1良心。。。看多了a1的番就不会这么说了。。。,2019-01-27 02:13:51,644,0,悲セ慟エ欲ト绝,6,1,41745213,3,白银御行还没体验/辉夜大小姐想被猜中/辉夜大小姐想走路,辉夜大小姐想让我告白～天才们的恋爱头脑战～,ededa1a1,ededa1a1
"ed：
秀知院学园
众所周知的事实
大家憧憬的学生会

会长和辉夜同学
石上君和书记千花♡
不觉得我们是黄金组合吗

（书记千花♡书记千花♡，辣~~）

生于yin乱国家的我们
人人都隐藏着自己的真心

无论怎样的问题
都由love侦探千花♡
来帮你解决
（尽管IQ为3，也通通交给我吧）

稀饭稀饭书记书记初期设定
一不留神就要稀里糊涂地毕业（呼~）

亲亲爱爱心跳不已的预言家
无论何时，无论是谁
身处恋爱，便是主角
用尽全力绽放光辉吧（哟）

加油加油♡ 加油千花♡
稀饭稀饭书记书记♡
亲亲爱爱心跳不已♡
稀饭稀饭书记书记♡
亲亲爱爱~心跳不已♡
回归森林吧♡",2019-01-27 02:40:18,49174,366,白银御雪,6,0,41745213,3,白银御行还没体验/辉夜大小姐想被猜中/辉夜大小姐想走路,辉夜大小姐想让我告白～天才们的恋爱头脑战～,"ed










yin



love

IQ3",ed yin love IQ3
都是学婊既视感hhhhhh,2019-02-03 09:01:29,798,0,月报,6,1,42340159,4,辉夜大小姐想被欣赏/学生会想让别人说出口/辉夜大小姐想收到信息/白银御行想说话,辉夜大小姐想让我告白～天才们的恋爱头脑战～,hhhhhh,hhhhhh
"回复 @BNBG :https://tieba.baidu.com/p/6025654134
13L",2019-02-10 14:55:47,15,0,冥龍,6,1,42340159,4,辉夜大小姐想被欣赏/学生会想让别人说出口/辉夜大小姐想收到信息/白银御行想说话,辉夜大小姐想让我告白～天才们的恋爱头脑战～,"BNBG httpstiebabaiducomp6025654134
13L",BNBG httpstiebabaiducomp6025654134 13L
回复 @常通先生 :【后面互相骂人的就是用法语的语调乱读而已。。。毕竟原本漫画里就是符号。我上油管看了下，有个法语的native speaker用英文评论了那个片段，说按照流畅度来排的话，会长的配音是“学了一点点法语的日本人”，辉夜是“法语挺好，能够从容用法语对话，像是在法国住过一段时间”，那个打招呼的法国学生是“几乎是Native Speaker”的程度，而后面对骂的评价则是“gibberish”，也就是所谓的“乱码”。也就是说完全对应了各自的角色】“所有人”出自哪里？又指的是谁？,2019-02-19 07:08:02,743,0,BNBG,6,1,42340159,4,辉夜大小姐想被欣赏/学生会想让别人说出口/辉夜大小姐想收到信息/白银御行想说话,辉夜大小姐想让我告白～天才们的恋爱头脑战～,native speaker“”“”“Native Speaker”“gibberish”“”“”,native speaker “ ” “ ” “ Native Speaker ” “ gibberish ” “ ” “ ”
回复 @ThTree :送你上去，坐稳了,2019-02-10 01:36:55,31,0,是小纯阿,6,1,42995489,5,辉夜大小姐想完成任务 / 白银御行想展示 / 辉夜大小姐想一起撑伞,辉夜大小姐想让我告白～天才们的恋爱头脑战～,ThTree,ThTree
"$$
攻略程度_n ∈ S \\
sup(S) = 1.00 \\
∀0 ＜ ε, ∃N, ∀n ＞ N, |攻略程度_n-1.00| ＜ ε
$$
（￣▽￣）",2019-02-10 04:02:23,454,0,Dogemore,6,1,42995489,5,辉夜大小姐想完成任务 / 白银御行想展示 / 辉夜大小姐想一起撑伞,辉夜大小姐想让我告白～天才们的恋爱头脑战～,"n  S 
supS  100 
0   N n  N n100",n S supS 100 0 N n N n100
"设x=0.999999…………
10x=9.999999…………
等式两边各减去一个x
9x=9.000000…………
可得x=1

[小电视_赞][小电视_赞]",2019-02-10 11:41:46,2712,0,信穷神信的,6,1,42995489,5,辉夜大小姐想完成任务 / 白银御行想展示 / 辉夜大小姐想一起撑伞,辉夜大小姐想让我告白～天才们的恋爱头脑战～,"x0999999
10x9999999
x
9x9000000
x1",x0999999 10x9999999 x 9x9000000 x1
精度逐渐变高╮(￣▽￣)╭eps=0.01 0.001 0.000000000000001,2019-02-10 14:09:31,183,0,Lilyanaalex,6,1,42995489,5,辉夜大小姐想完成任务 / 白银御行想展示 / 辉夜大小姐想一起撑伞,辉夜大小姐想让我告白～天才们的恋爱头脑战～,eps001 0001 0000000000000001,eps001 0001 0000000000000001
回复 @Dogemore :证明过程出问题了吧？,2019-02-11 00:22:45,24,0,账号已注销,0,1,42995489,5,辉夜大小姐想完成任务 / 白银御行想展示 / 辉夜大小姐想一起撑伞,辉夜大小姐想让我告白～天才们的恋爱头脑战～,Dogemore,Dogemore
回复 @471i977 :呃。。你这个我是真的看不懂[2233娘_无言],2019-02-13 00:24:44,9,0,春日野穹_OfficiaI,6,1,42995489,5,辉夜大小姐想完成任务 / 白银御行想展示 / 辉夜大小姐想一起撑伞,辉夜大小姐想让我告白～天才们的恋爱头脑战～,471i977,471i977
回复 @御坂妹4396号 :你这个证明很有灵性  既然你默认循环节是无限的 那么你的减法还成立吗？ 你不觉得十倍的X要比X的小数部分多一位吗,2019-02-17 07:13:32,27,0,恶魔の主,6,1,42995489,5,辉夜大小姐想完成任务 / 白银御行想展示 / 辉夜大小姐想一起撑伞,辉夜大小姐想让我告白～天才们的恋爱头脑战～,4396     XX,4396 XX
回复 @御坂妹4396号 :算了 我就只想跟你说你这种证明方法不成立 但其实我也说不上来哪里存在逻辑性错误  只能说无限循环小数那种方法不可取 即使是无限循环 我觉得小数部分不可能完全抵消 因为10X的小数位数必然是A-1  X是A   逻辑上一定有问题 只不过不好解释 你要说无限吧 这个定义很蠢,2019-02-17 08:52:31,24,0,恶魔の主,6,1,42995489,5,辉夜大小姐想完成任务 / 白银御行想展示 / 辉夜大小姐想一起撑伞,辉夜大小姐想让我告白～天才们的恋爱头脑战～,4396        10XA1  XA,4396 10XA1 XA
"回复 @御坂妹4396号 :应该是x=0.9999999999999999999999..........
然后1/3=0.333333333333333333333..........
1=3*1/3=3*0.333333333333333333333..........
结论就这样出来啦(=・ω・=)",2019-02-17 17:05:03,38,0,是草菌不是菌草,5,1,42995489,5,辉夜大小姐想完成任务 / 白银御行想展示 / 辉夜大小姐想一起撑伞,辉夜大小姐想让我告白～天才们的恋爱头脑战～,"4396 x09999999999999999999999
130333333333333333333333
131330333333333333333333333",4396 x09999999999999999999999 130333333333333333333333 131330333333333333333333333
回复 @老w菌owo :1/3=0.33333.... 是不是应该要有个余数1 一直留着,2019-02-17 19:03:02,0,0,恶魔の主,6,1,42995489,5,辉夜大小姐想完成任务 / 白银御行想展示 / 辉夜大小姐想一起撑伞,辉夜大小姐想让我告白～天才们的恋爱头脑战～,wowo 13033333 1,wowo 13033333 1
"大家都不知道上集那段法语说的什么吗？我再来说一遍，听仔细了_(:з」∠)_
╭一一一一一一╮🔴
&lt; ·))) 15
╰一一一一一一╯",2019-02-11 13:50:24,2029,0,琉漓_,6,1,42995489,5,辉夜大小姐想完成任务 / 白银御行想展示 / 辉夜大小姐想一起撑伞,辉夜大小姐想让我告白～天才们的恋爱头脑战～,lt  15,lt 15
回复 @MaxBurning :_(:3」∠)_,2019-02-17 14:27:46,8,0,罪恶卡比兽,6,1,43745242,6,石上优想活下去/藤原千花想测试/辉夜大小姐想被注意到,辉夜大小姐想让我告白～天才们的恋爱头脑战～,MaxBurning 3,MaxBurning 3
没错！石上优和藤原千花这俩人没什么CP的可能性！（其实漫画走向藤原并不准备恋爱更没有官方恋爱CP）反而是男主女主对石上的鼓励啊理解啊帮助啊这种行为更多一些，石上也轻描淡写的说过“会长是我拼上性命也要帮忙的恩人”,2019-02-17 01:01:37,6926,0,羽尘PPS,6,1,43745242,6,石上优想活下去/藤原千花想测试/辉夜大小姐想被注意到,辉夜大小姐想让我告白～天才们的恋爱头脑战～,CPCP“”,CPCP “ ”
回复 @DaisyGarnet :别说了，石上被辉夜欺负的太惨了。。。,2019-02-17 01:09:58,771,0,藤原千花,6,1,43745242,6,石上优想活下去/藤原千花想测试/辉夜大小姐想被注意到,辉夜大小姐想让我告白～天才们的恋爱头脑战～,DaisyGarnet,DaisyGarnet
回复 @DaisyGarnet :我记得是辉夜告诉给VIP，被柏木大魔王等VIP搞没了。,2019-02-17 01:21:18,273,0,凯文快跟上,6,1,43745242,6,石上优想活下去/藤原千花想测试/辉夜大小姐想被注意到,辉夜大小姐想让我告白～天才们的恋爱头脑战～,DaisyGarnet VIPVIP,DaisyGarnet VIPVIP
"猛男必看番：
辉夜大小姐想让我告白
只要贝尔哲布布大小姐喜欢就好
萝球社
调教咖啡厅
**庄的幽奈同学
此花亭奇谭
兽娘动物园第一季（不是很推荐第二季）
蕾丝下海记
五等分的新娘（五等分的画师～物理上的）
请问今天要来点兔子吗？（awsl）
竞女（酌情）


萌妹必看
进击的巨人
JOJO♂的奇妙♂冒险
东京吃货
寄生兽
恶魔人
伊藤润二精选集
暗芝居
我的英雄学院
四月的那部拳击番，记不清什么BOX了


科普番，碧蓝♂之海（所以到底可不可燃）
大半夜，纯手打
[洛天依_吃包群众]",2019-02-24 00:14:56,382,26,团子小队长,4,0,44466820,7,白银御行想工作/辉夜大小姐想让人加入/辉夜大小姐想忍住,辉夜大小姐想让我告白～天才们的恋爱头脑战～,"awsl





JOJO






BOX",JOJO BOX
恶魔人crybaby，你是恶魔吗,2019-02-24 00:43:31,4,0,少数派脈络,6,1,44466820,7,白银御行想工作/辉夜大小姐想让人加入/辉夜大小姐想忍住,辉夜大小姐想让我告白～天才们的恋爱头脑战～,crybaby,crybaby
MEGALOBOX,2019-02-24 01:19:18,6,0,街头粉刷酱,6,1,44466820,7,白银御行想工作/辉夜大小姐想让人加入/辉夜大小姐想忍住,辉夜大小姐想让我告白～天才们的恋爱头脑战～,MEGALOBOX,MEGALOBOX
回复 @RELDHUG :勇利！！！！   Joe！！！！,2020-01-21 17:39:19,0,0,白夜原子,6,1,44466820,7,白银御行想工作/辉夜大小姐想让人加入/辉夜大小姐想忍住,辉夜大小姐想让我告白～天才们的恋爱头脑战～,RELDHUG    Joe,RELDHUG Joe
回复 @小裤纸 :我们这边是把眼保健操的闭眼说成pi yan,2019-05-17 08:16:16,41,0,兔耳猫脸鱼鱼子,6,1,44466820,7,白银御行想工作/辉夜大小姐想让人加入/辉夜大小姐想忍住,辉夜大小姐想让我告白～天才们的恋爱头脑战～,pi yan,pi yan
