content,ctime,like,reply_count,user_name,user_level,is_sub_reply,oid,episode,episode_title,anime_title,clean_content,segmented
回复 @bili_94783267008 :你看得懂楼主的话?,2020-06-07 13:35:48,4,0,剑夜尽,4,1,48487753,1,残酷,鬼灭之刃,bili94783267008,bili94783267008
回复 @bluedro :不可，直不为头也，是脚矣,2019-09-30 21:05:09,5,0,ArtoriaFans,6,1,49109190,2,培育师 鳞泷左近次,鬼灭之刃,bluedro,bluedro
hhhhhhhhhhh[大碗宽面],2019-04-21 23:36:18,14,0,白石杏好帅一女的,6,1,49890844,3,锖兔与真菰,鬼灭之刃,hhhhhhhhhhh,hhhhhhhhhhh
回复 @悠悠云锦 :饿，我以为就教了14个呢。要是就教了14个全凉了他还没有一点怀疑真的太bug了，简直就是脑子不好使[小电视_汗],2019-04-28 02:17:29,1581,0,外星酋长,6,1,50612559,4,最终选拔,鬼灭之刃,1414bug,1414bug
回复 @彼鸟性别不明 :这鬼，他哪怕说，“我在这呆了五十年吃了一堆人，你师哥师姐就是我吃了”不提同一个师傅连续被吃徒弟就OK了，不明白为啥还强调一下14个，然后逻辑说不通了。然后一群人开始用脑补解释了，没必要。就好像楼主，师傅给面具没错，可是你不用解释“徒弟被吃了没人发现是合理的”，我觉得不合理，你解释出花来，也没必要强迫别人按你的解释接受,2019-04-28 03:23:18,224,0,九孒,6,1,50612559,4,最终选拔,鬼灭之刃,“”OK14“”,“ ” OK14 “ ”
回复 @Sodaぃ :emmmΣ(ﾟдﾟ;),2019-05-05 20:01:57,6,0,总司欤,6,1,51400999,5,自己的钢,鬼灭之刃,Soda emmm,Soda
"如何判断一个鬼很强？
吃了多少个人（x）
接受了多少无惨的血（x）
能不能打赢柱（x）
能否接下头柱炭炭的头槌（√）",2019-05-26 00:00:11,36472,193,是杏寿郎大哥胜了,6,0,53525458,8,幻惑的血香,鬼灭之刃,"x
x
x",x x x
回复 @Cresecent :我这是胡说八道，后面的还没看呢，属于伪.剧透[蛆音娘_滑稽],2019-05-26 00:33:07,68,0,火棍萨波,6,1,53525458,8,幻惑的血香,鬼灭之刃,Cresecent,Cresecent
回复 @寒眠YUNKn :只要一说炼狱杏寿郎大哥我就真的泪目，心里很难受_(:3」∠)_,2019-05-26 00:36:07,48,0,是杏寿郎大哥胜了,6,1,53525458,8,幻惑的血香,鬼灭之刃,YUNKn 3,YUNKn 3
回复 @tiancai楊 :柱啦，就是猎鬼者的等级呀，比如说水之呼吸的柱就被称为水柱，炭炭就是头柱啦（滑稽）(｀・ω・´),2019-05-26 00:37:44,81,0,是杏寿郎大哥胜了,6,1,53525458,8,幻惑的血香,鬼灭之刃,tiancai,tiancai
