content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid,clean_content,segmented
Please don't say you are lazy！,135.476,5,15138834,2020-04-24 20:38:17,29238193,1,青春百万円,比宇宙更远的地方,17904979,Please dont say you are lazy,Please dont say you are lazy
BGM:ハルカトオク,1071.635,5,16646914,2020-04-18 22:45:25,29238193,1,青春百万円,比宇宙更远的地方,17904979,BGM,BGM
这CV阵容过分了吧,1.93,5,16776960,2021-01-30 21:10:12,29238193,1,青春百万円,比宇宙更远的地方,17904979,CV,CV
please don't say…诶？,135.015,5,16777215,2020-08-21 13:30:27,29238193,1,青春百万円,比宇宙更远的地方,17904979,please dont say,please dont say
bgm：雨滴之歌,350.102,5,41194,2021-09-18 20:31:34,29238193,1,青春百万円,比宇宙更远的地方,17904979,bgm,bgm
好喜欢这个ed,1177.107,5,16707842,2020-07-31 19:12:55,29238193,1,青春百万円,比宇宙更远的地方,17904979,ed,ed
on you left,523.077,5,15138834,2020-05-20 22:46:59,29238193,1,青春百万円,比宇宙更远的地方,17904979,on you left,on you left
一百万也是日元啊，和rmb的100w不是一个概念,817.769,5,16777215,2024-09-01 19:21:58,29238193,1,青春百万円,比宇宙更远的地方,17904979,rmb100w,rmb100w
cv超级赛亚人,1233.678,1,16777215,2020-05-29 22:20:32,29238193,1,青春百万円,比宇宙更远的地方,17904979,cv,cv
Lalisa！,1340.143,5,38979,2022-12-22 21:42:44,29238193,1,青春百万円,比宇宙更远的地方,17904979,Lalisa,Lalisa
撒，game哈西美哟,842.366,1,16777215,2021-08-28 16:18:12,29238193,1,青春百万円,比宇宙更远的地方,17904979,game,game
k_on,119.622,5,15138834,2020-05-28 14:53:45,29238193,1,青春百万円,比宇宙更远的地方,17904979,kon,kon
快7w人民币了,614.155,1,16777215,2020-05-17 08:12:49,29238193,1,青春百万円,比宇宙更远的地方,17904979,7w,7w
大约20w一个人 比较差的团 豪的无上限,795.813,1,16777215,2026-03-03 00:44:10,29238193,1,青春百万円,比宇宙更远的地方,17904979,20w,20w
你的青春意外的少啊（dog）,119.839,1,16777215,2026-01-31 14:15:13,29238193,1,青春百万円,比宇宙更远的地方,17904979,dog,dog
cute！,296.353,1,16777215,2025-12-12 20:45:07,29238193,1,青春百万円,比宇宙更远的地方,17904979,cute,cute
ber？ ,421.874,1,16777215,2025-10-26 20:44:56,29238193,1,青春百万円,比宇宙更远的地方,17904979,ber,ber
wow,7.846,1,16777215,2025-10-19 17:05:52,29238193,1,青春百万円,比宇宙更远的地方,17904979,wow,wow
gogogo,1072.967,1,16777215,2025-10-11 23:00:06,29238193,1,青春百万円,比宇宙更远的地方,17904979,gogogo,gogogo
intp,478.666,1,16777215,2025-06-12 20:13:49,29238193,1,青春百万円,比宇宙更远的地方,17904979,intp,intp
去南极大概10wRMB左右就行,811.659,1,16777215,2025-06-02 03:02:00,29238193,1,青春百万円,比宇宙更远的地方,17904979,10wRMB,10wRMB
换算人民币大概4W9，对于中学生也算相当大的数字了,703.518,1,16777215,2025-04-30 20:55:51,29238193,1,青春百万円,比宇宙更远的地方,17904979,4W9,4W9
单程1000，往返2000rmb，弹幕这都什么数学水平……,1289.905,1,16777215,2025-04-08 14:29:35,29238193,1,青春百万円,比宇宙更远的地方,17904979,10002000rmb,10002000rmb
"去南极一个人就得10w,这点还是太少了",602.361,1,16777215,2025-03-30 23:34:15,29238193,1,青春百万円,比宇宙更远的地方,17904979,10w,10w
soiya卡怎么也是小企鹅,505.457,5,16777215,2025-02-24 16:40:38,29238193,1,青春百万円,比宇宙更远的地方,17904979,soiya,soiya
Singapore,262.699,5,16777215,2025-02-24 16:34:59,29238193,1,青春百万円,比宇宙更远的地方,17904979,Singapore,Singapore
滔搏青训【Doge],100.737,1,16777215,2025-02-06 09:10:01,29238193,1,青春百万円,比宇宙更远的地方,17904979,Doge,Doge
搞hs的叉出去杖毙,831.246,1,16777215,2025-01-31 23:42:34,29238193,1,青春百万円,比宇宙更远的地方,17904979,hs,hs
是mio,627.05,1,41194,2025-01-16 22:52:29,29238193,1,青春百万円,比宇宙更远的地方,17904979,mio,mio
saki,887.305,5,16777215,2025-01-06 01:02:53,29238193,1,青春百万円,比宇宙更远的地方,17904979,saki,saki
Nagasaki,1130.371,1,16777215,2024-12-24 21:45:51,29238193,1,青春百万円,比宇宙更远的地方,17904979,Nagasaki,Nagasaki
坠机？man！,438.096,5,16646914,2024-12-16 01:09:14,29238193,1,青春百万円,比宇宙更远的地方,17904979,man,man
K-O!,115.374,1,16777215,2024-10-07 19:34:19,29238193,1,青春百万円,比宇宙更远的地方,17904979,KO,KO
INFP实锤,465.684,1,16777215,2024-09-11 12:34:22,29238193,1,青春百万円,比宇宙更远的地方,17904979,INFP,INFP
骑cub去吧,884.693,1,16777215,2024-08-09 20:07:43,29238193,1,青春百万円,比宇宙更远的地方,17904979,cub,cub
qwq,10.728,1,16777215,2024-07-27 17:24:34,29238193,1,青春百万円,比宇宙更远的地方,17904979,qwq,qwq
oaksk,44.82,1,16777215,2024-07-18 07:52:13,29238193,1,青春百万円,比宇宙更远的地方,17904979,oaksk,oaksk
CIA,47.051,1,16777215,2024-06-04 17:46:33,29238193,1,青春百万円,比宇宙更远的地方,17904979,CIA,CIA
去南极旅游一圈船票大概是人民币6W元,871.996,5,16777215,2024-05-31 13:24:45,29238193,1,青春百万円,比宇宙更远的地方,17904979,6W,6W
QAQ画质感人,1122.607,1,16777215,2024-05-04 09:44:44,29238193,1,青春百万円,比宇宙更远的地方,17904979,QAQ,QAQ
速速加入SOS团（雾,236.032,5,16646914,2024-02-04 21:23:20,29238193,1,青春百万円,比宇宙更远的地方,17904979,SOS,SOS
2p,828.303,1,16777215,2023-11-19 07:40:53,29238193,1,青春百万円,比宇宙更远的地方,17904979,2p,2p
Salute！,289.56,1,16777215,2023-09-19 20:48:24,29238193,1,青春百万円,比宇宙更远的地方,17904979,Salute,Salute
wow  zero,839.853,1,16777215,2023-09-07 02:41:47,29238193,1,青春百万円,比宇宙更远的地方,17904979,wow  zero,wow zero
我听半天才听出来土里婆是trip,267.26,5,15138834,2023-08-12 21:46:14,29238193,1,青春百万円,比宇宙更远的地方,17904979,trip,trip
汇率不是一百多吗，应该还不到1w吧,864.235,1,16777215,2023-08-08 22:32:31,29238193,1,青春百万円,比宇宙更远的地方,17904979,1w,1w
gap day?,398.561,1,16777215,2023-07-31 18:30:42,29238193,1,青春百万円,比宇宙更远的地方,17904979,gap day,gap day
没有目标的旅行？AIR男主？,117.972,1,16777215,2023-07-14 12:54:18,29238193,1,青春百万円,比宇宙更远的地方,17904979,AIR,AIR
